,text,emotion,target_utterance,context_utterances,full_text,text_cleaned
27,"Theek hai sweetheart, lekin, you know, mai ye soch raha tha ki tumhe Spanish buffet khilaau, Haisiaanda mein! Buffet! Chhee! Pakwan 50, magar plate itni si! Chouthi baar lene jaao to log ghoorte hai pata hai! Isse to thaali kitni achchhi.. Raja ki tarah baithe raho aur log paroste jaayenge! ""Daal, daal, daal, daal! Samosa, samosa, samosa, samosa!""... Aur sirf mai, aur tum... Aur panghat mein baithe hue aur 50 log!",0,Aur panghat mein baithe hue aur 50 log!,"Theek hai sweetheart, lekin, you know, mai ye soch raha tha ki tumhe Spanish buffet khilaau, Haisiaanda mein! Buffet! Chhee! Pakwan 50, magar plate itni si! Chouthi baar lene jaao to log ghoorte hai pata hai! Isse to thaali kitni achchhi.. Raja ki tarah baithe raho aur log paroste jaayenge! ""Daal, daal, daal, daal! Samosa, samosa, samosa, samosa!""... Aur sirf mai, aur tum...","Theek hai sweetheart, lekin, you know, mai ye soch raha tha ki tumhe Spanish buffet khilaau, Haisiaanda mein! Buffet! Chhee! Pakwan 50, magar plate itni si! Chouthi baar lene jaao to log ghoorte hai pata hai! Isse to thaali kitni achchhi.. Raja ki tarah baithe raho aur log paroste jaayenge! ""Daal, daal, daal, daal! Samosa, samosa, samosa, samosa!""... Aur sirf mai, aur tum... Aur panghat mein baithe hue aur 50 log!",thek hai svetheart lekin yu knuv mai ye raha tha ki tumh spanish bufet khilau haisianda mein bufet che pakvan 50 magar plate itni si chuthi bar lene jau tu lug ghurt hai pata hai ise tu thali kitni achchi raja ki tarah baith rahu aur lug parust jayeng dal dal dal dal samusa samusa samusa samusa aur sirf mai aur tum aur panghat mein baith hue aur 50 lug
28,"Dekho Maya, tum jaana chaahati ho to beshak chali jaao... Lekin... Indu rona mat tum... Ek baat kaan khol kaar sunn lo... Ki agar tum ruki na... To mujhse pehele mat marna,please.. Kyuki agar tum mar gayi na, to mai jeete ji mar jaaunga... Another good line... Kaha padhi tumne? Meri khud ki hai! Indu... Vo, 'Awaara Baadal' naam ki ek Hindi novelist ki 'Zakhmi dil khooni khanjar' naam ki novel se... Monisha ne laa ke di hogi, raddi vaale se khareed kar!",3,"Monisha ne laa ke di hogi, raddi vaale se khareed kar!","Dekho Maya, tum jaana chaahati ho to beshak chali jaao... Lekin... Indu rona mat tum... Ek baat kaan khol kaar sunn lo... Ki agar tum ruki na... To mujhse pehele mat marna,please.. Kyuki agar tum mar gayi na, to mai jeete ji mar jaaunga... Another good line... Kaha padhi tumne? Meri khud ki hai! Indu... Vo, 'Awaara Baadal' naam ki ek Hindi novelist ki 'Zakhmi dil khooni khanjar' naam ki novel se...","Dekho Maya, tum jaana chaahati ho to beshak chali jaao... Lekin... Indu rona mat tum... Ek baat kaan khol kaar sunn lo... Ki agar tum ruki na... To mujhse pehele mat marna,please.. Kyuki agar tum mar gayi na, to mai jeete ji mar jaaunga... Another good line... Kaha padhi tumne? Meri khud ki hai! Indu... Vo, 'Awaara Baadal' naam ki ek Hindi novelist ki 'Zakhmi dil khooni khanjar' naam ki novel se... Monisha ne laa ke di hogi, raddi vaale se khareed kar!",dekhu maya tum jana chahati hu tu beshak chali jau lekin indu runa mat tum ek bat kan khul kar sun lu ki agar tum ruki na tu mujhs pehel mat marna pleas kyuki agar tum mar gayi na tu mai jete ji mar jaunga anuth gud line kaha padhi tumn meri khud ki hai indu vu avara badal nam ki ek hindi nuvelist ki zakhmi dil khuni khanjar nam ki nuvel se munisha ne la ke di hugi radi vale se khare kar
29,"Sahil baba, aapne mujhe Manthara kaha? Ek auraat jisne tume itna seba kiya itna saalo se, uska tumne ye bola?",3,"Ek auraat jisne tume itna seba kiya itna saalo se, uska tumne ye bola?","Sahil baba, aapne mujhe Manthara kaha?","Sahil baba, aapne mujhe Manthara kaha? Ek auraat jisne tume itna seba kiya itna saalo se, uska tumne ye bola?",sahil baba apn mujh manthara kaha ek aurat jisn tume itna seba kiya itna salu se uska tumn ye bula
30,"Ila ben! Yaad hai, jis din Baa ne ye lease ke papers sign kiye the, ush din Ila Ben ayi thi. Ho sakta hai vo papers Ila Ben ko de diye ho! Absolutely indu! phone karo, phone karo. Ila ben ko! Mai maard hu...",1,Mai maard hu...,"Ila ben! Yaad hai, jis din Baa ne ye lease ke papers sign kiye the, ush din Ila Ben ayi thi. Ho sakta hai vo papers Ila Ben ko de diye ho! Absolutely indu! phone karo, phone karo. Ila ben ko!","Ila ben! Yaad hai, jis din Baa ne ye lease ke papers sign kiye the, ush din Ila Ben ayi thi. Ho sakta hai vo papers Ila Ben ko de diye ho! Absolutely indu! phone karo, phone karo. Ila ben ko! Mai maard hu...",ila ben yad hai ji din ba ne ye leas ke paper sign kiy ush din ila ben ayi thi hu sakta hai vu paper ila ben ku de diy hu absulut indu phune karu phune karu ila ben ku mai mard hu
31,Monisha yahan ayi hai Mera Chehra dekh kar kya lagta hai haila Nahin Nahin I Hai Kyon kya hua mom uska cell phone switched off a raha hai han vah battery bachat Rahi Hogi na cello ko Bar Bar recharge karne se Ghar Ki electricity ka bill Jo badh jata hai 10 12 rupaye,2,han vah battery bachat Rahi Hogi na cello ko Bar Bar recharge karne se Ghar Ki electricity ka bill Jo badh jata hai 10 12 rupaye,Monisha yahan ayi hai Mera Chehra dekh kar kya lagta hai haila Nahin Nahin I Hai Kyon kya hua mom uska cell phone switched off a raha hai,Monisha yahan ayi hai Mera Chehra dekh kar kya lagta hai haila Nahin Nahin I Hai Kyon kya hua mom uska cell phone switched off a raha hai han vah battery bachat Rahi Hogi na cello ko Bar Bar recharge karne se Ghar Ki electricity ka bill Jo badh jata hai 10 12 rupaye,munisha yahan ayi hai mera chehra dekh kar kya lagta hai haila nahin nahin hai kyun kya hua mum uska cel phune svitch uf raha hai han vah bateri bachat rahi hugi na celu ku bar bar recharg karn se ghar ki electr ka bil ju badh jata hai 10 12 rupay
32,itna bhi chakkar nhi aaya chappal rakh do oh my god ye kaise ho gaya sahil Ridicule Ridicule middle class bahunei mei kaise bardaasht karungi mummyji aap kahe toh mei chali jaati hun usse kya hoga waise kuch toh farak padega ye ghar kuch saaf sutra lagega sahil ko transit camp mei nhi rehna padega humare floor pe kabadi waalo ki aur bartan waalo ki chahal pehel band ho jayegi lekin isn't it better ke wo rita chali jaaye sahil kuch karo na please,0,usse kya hoga waise kuch toh farak padega ye ghar kuch saaf sutra lagega sahil ko transit camp mei nhi rehna padega humare floor pe kabadi waalo ki aur bartan waalo ki chahal pehel band ho jayegi lekin isn't it better ke wo rita chali jaaye sahil kuch karo na please,itna bhi chakkar nhi aaya chappal rakh do oh my god ye kaise ho gaya sahil Ridicule Ridicule middle class bahunei mei kaise bardaasht karungi mummyji aap kahe toh mei chali jaati hun,itna bhi chakkar nhi aaya chappal rakh do oh my god ye kaise ho gaya sahil Ridicule Ridicule middle class bahunei mei kaise bardaasht karungi mummyji aap kahe toh mei chali jaati hun usse kya hoga waise kuch toh farak padega ye ghar kuch saaf sutra lagega sahil ko transit camp mei nhi rehna padega humare floor pe kabadi waalo ki aur bartan waalo ki chahal pehel band ho jayegi lekin isn't it better ke wo rita chali jaaye sahil kuch karo na please,itna bhi chakar nhi aya chapal rakh du uh gud ye kais hu gaya sahil ridicul ridicul midl cla bahunei mei kais bardasht karungi mumyji ap kahe tuh mei chali jati hun use kya huga vais kuch tuh farak padega ye ghar kuch saf sutra lagega sahil ku transit camp mei nhi rehna padega humar flur pe kabadi valu ki aur bartan valu ki chahal pehel band hu jayegi lekin beter ke vu rita chali jay sahil kuch karu na pleas
33,"Mummy ji, wo log nhi rukenge. Main unhen rokne ki bahut koshish ki thi lekin fir wo log anab shanab bolne Lage to... kya anab shanab bol rhe the? Are i dont care kya bol rhe the! Actually I do. But wo me baad me sunungi. Abhi unhe Saturday tak zara rok lo na dekha, sahil baba. matlab saturday ki party tak humari zarurat hai memsaab ko.",0,"dekha, sahil baba. matlab saturday ki party tak humari zarurat hai memsaab ko.","Mummy ji, wo log nhi rukenge. Main unhen rokne ki bahut koshish ki thi lekin fir wo log anab shanab bolne Lage to... kya anab shanab bol rhe the? Are i dont care kya bol rhe the! Actually I do. But wo me baad me sunungi. Abhi unhe Saturday tak zara rok lo na","Mummy ji, wo log nhi rukenge. Main unhen rokne ki bahut koshish ki thi lekin fir wo log anab shanab bolne Lage to... kya anab shanab bol rhe the? Are i dont care kya bol rhe the! Actually I do. But wo me baad me sunungi. Abhi unhe Saturday tak zara rok lo na dekha, sahil baba. matlab saturday ki party tak humari zarurat hai memsaab ko.",mumi ji vu lug nhi rukeng main unhen rukn ki bahut kushish ki thi lekin fir vu lug anab shanab buln lage tu kya anab shanab bul rhe dunt care kya bul rhe actuali du vu bad sunungi abhi unh saturday tak jara ruk lu na dekha sahil baba matlab saturday ki parti tak humari jarurat hai memsab ku
34,"kiu my lord kiu, kya mrityu mere bhitar chhupe satrangi astitwo ka naas kar sakti hai ? mrityu to kebal alpabiram madhyam hai .kya moth mere anu anu mein chhupe us prakarsakh samrajya ka anth kar sakta hai ? jise hum paramatma ka kaam kahete hain.jabab dijiye my lord jabab dijiye. My lord ko ye sab samajh mein ataa hai?",2,My lord ko ye sab samajh mein ataa hai?,"kiu my lord kiu, kya mrityu mere bhitar chhupe satrangi astitwo ka naas kar sakti hai ? mrityu to kebal alpabiram madhyam hai .kya moth mere anu anu mein chhupe us prakarsakh samrajya ka anth kar sakta hai ? jise hum paramatma ka kaam kahete hain.jabab dijiye my lord jabab dijiye.","kiu my lord kiu, kya mrityu mere bhitar chhupe satrangi astitwo ka naas kar sakti hai ? mrityu to kebal alpabiram madhyam hai .kya moth mere anu anu mein chhupe us prakarsakh samrajya ka anth kar sakta hai ? jise hum paramatma ka kaam kahete hain.jabab dijiye my lord jabab dijiye. My lord ko ye sab samajh mein ataa hai?",kiu lurd kiu kya mrityu mere bhitar chupe satrangi astitvu ka na kar sakti hai mrityu tu kebal alpabiram madhyam hai kya muth mere anu anu mein chupe us prakarsakh samrajya ka anth kar sakta hai jise hum paramatma ka kam kahet hain jabab dijiy lurd jabab dijiy lurd ku ye sab samajh mein ata hai
35, but this ulti business is to down market rosesh. Koi Aur Bimari dhundh do na Kuchh aur symptom wali something is little more sophisticated,2,but this ulti business is to down market rosesh. Koi Aur Bimari dhundh do na Kuchh aur symptom wali something is little more sophisticated,, but this ulti business is to down market rosesh. Koi Aur Bimari dhundh do na Kuchh aur symptom wali something is little more sophisticated,ulti busin tu duvn market rusesh kui aur bimari dhundh du na kuch aur symptum vali sumeth litl mure suphist
36,"mama main jaundice per research kar liya hai a good to suniyee , jaundice also non medically asacterious is a condition characterize divide by yellow of the skin and white of the eyes it's a symptom not a disease it in self.the by pigment roses Mujhe jaundice per PHD Nahin karni hai sweety cut the theory. be practical.",2,roses Mujhe jaundice per PHD Nahin karni hai sweety cut the theory. be practical.,"mama main jaundice per research kar liya hai a good to suniyee , jaundice also non medically asacterious is a condition characterize divide by yellow of the skin and white of the eyes it's a symptom not a disease it in self.the by pigment","mama main jaundice per research kar liya hai a good to suniyee , jaundice also non medically asacterious is a condition characterize divide by yellow of the skin and white of the eyes it's a symptom not a disease it in self.the by pigment roses Mujhe jaundice per PHD Nahin karni hai sweety cut the theory. be practical.",mama main jaundic per research kar liya hai gud tu suniy jaundic alsu nun medicali asacteriu cunditiun characterij divid yeluv uf skin vhite uf eye symptum nut diseas self pigment ruse mujh jaundic per phd nahin karni hai sveti cut theuri practic
37,"Haan,Sahil, aaj ke akhbaar mein bhi aya hai Sindolin Baba ke baare mein. Bhavishya ki 6 baatein bataane ka vo 5000 rupay lete hai! Hum ladh zhagad ke Surprise-Ridicule extra baatein poonch hi lenge! Monisha. mai aisi agdam bagdam baaton par vishwaas nahi karta!",0,Monisha. mai aisi agdam bagdam baaton par vishwaas nahi karta!,"Haan,Sahil, aaj ke akhbaar mein bhi aya hai Sindolin Baba ke baare mein. Bhavishya ki 6 baatein bataane ka vo 5000 rupay lete hai! Hum ladh zhagad ke Surprise-Ridicule extra baatein poonch hi lenge!","Haan,Sahil, aaj ke akhbaar mein bhi aya hai Sindolin Baba ke baare mein. Bhavishya ki 6 baatein bataane ka vo 5000 rupay lete hai! Hum ladh zhagad ke Surprise-Ridicule extra baatein poonch hi lenge! Monisha. mai aisi agdam bagdam baaton par vishwaas nahi karta!",han sahil aj ke akhbar mein bhi aya hai sindulin baba ke bare mein bhavishya ki 6 batein batan ka vu 50 rupay lete hai hum ladh jhagad ke surpris ridicul extra batein punch hi leng munisha mai aisi agdam bagdam batun par vishva nahi karta
38,"Lekin baat iss hat tak pahuch gayi hai iski jimmedaar tum nahi ho! Mai!? Aur nahi to kya! Indravardhan ye mat khaao! Indravardhan doodh pee lo! Indravardhan vo mat khaao! Kabhi kabhi to tumhe 'Yes Maya' nahi, 'Yes momma', kahane ka dil karta hai!",0,"Aur nahi to kya! Indravardhan ye mat khaao! Indravardhan doodh pee lo! Indravardhan vo mat khaao! Kabhi kabhi to tumhe 'Yes Maya' nahi, 'Yes momma', kahane ka dil karta hai!",Lekin baat iss hat tak pahuch gayi hai iski jimmedaar tum nahi ho! Mai!?,"Lekin baat iss hat tak pahuch gayi hai iski jimmedaar tum nahi ho! Mai!? Aur nahi to kya! Indravardhan ye mat khaao! Indravardhan doodh pee lo! Indravardhan vo mat khaao! Kabhi kabhi to tumhe 'Yes Maya' nahi, 'Yes momma', kahane ka dil karta hai!",lekin bat hat tak pahuch gayi hai iski jimedar tum nahi hu mai aur nahi tu kya indravardhan ye mat khau indravardhan dudh pe lu indravardhan vu mat khau kabhi kabhi tu tumh ye maya nahi ye muma kahan ka dil karta hai
39,Momma! Ouch! Ye dekhiye! Alarm clocks! Ye alarm clocks mein se paani kyu nikal raha hai? Thodi der pahale paani mein se alarm clocks nikal raha tha!,1,Thodi der pahale paani mein se alarm clocks nikal raha tha!,Momma! Ouch! Ye dekhiye! Alarm clocks! Ye alarm clocks mein se paani kyu nikal raha hai?,Momma! Ouch! Ye dekhiye! Alarm clocks! Ye alarm clocks mein se paani kyu nikal raha hai? Thodi der pahale paani mein se alarm clocks nikal raha tha!,muma ouch ye dekhiy alarm cluck ye alarm cluck mein se pani kyu nikal raha hai thudi der pahal pani mein se alarm cluck nikal raha tha
40,Tumhen Mera Awaaz Sunai Di? of course oh To fir Monisha jo balcony se bhaiya Ji bhaiya ji Chilla Rahi Hai vah Kyon Nahin Sunai deta Tumko Sahil,0,oh To fir Monisha jo balcony se bhaiya Ji bhaiya ji Chilla Rahi Hai vah Kyon Nahin Sunai deta Tumko Sahil,Tumhen Mera Awaaz Sunai Di? of course,Tumhen Mera Awaaz Sunai Di? of course oh To fir Monisha jo balcony se bhaiya Ji bhaiya ji Chilla Rahi Hai vah Kyon Nahin Sunai deta Tumko Sahil,tumhen mera avaj sunai di uf curs uh tu fir munisha ju balcuni se bhaiya ji bhaiya ji chila rahi hai vah kyun nahin sunai deta tumku sahil
41,"Ae, ae is andhere mein tum log chup chap rooge to, mein to pagal ho jaunga. Thodi baate vaate karo na Indu. Maya, he khoon choosane vaala vampire humare ghar aur kitne din rahega?",0,"Maya, he khoon choosane vaala vampire humare ghar aur kitne din rahega?","Ae, ae is andhere mein tum log chup chap rooge to, mein to pagal ho jaunga. Thodi baate vaate karo na Indu.","Ae, ae is andhere mein tum log chup chap rooge to, mein to pagal ho jaunga. Thodi baate vaate karo na Indu. Maya, he khoon choosane vaala vampire humare ghar aur kitne din rahega?",ae ae andher mein tum lug chup chap ruge tu mein tu pagal hu jaunga thudi bate vate karu na indu maya khun chusan vala vampir humar ghar aur kitn din rahega
42,"Aachchheei (sneeze)! Bless you darling. Lo, bad luck to yehi shuru ho gaye. Oh all that is balderdash. 4th floor ke Mr. Wadiya to sara din chekate rahate hai. Haan, isiliye Mrs Wadiya ko partial paralysis hai, unke restaurant mein aag lag gaye., unke ghar mein Sad baar choori ho chuki hai, aur unka beta Freddie, naukarani ke saath bhag gaya!",2,"Haan, isiliye Mrs Wadiya ko partial paralysis hai, unke restaurant mein aag lag gaye., unke ghar mein Sad baar choori ho chuki hai, aur unka beta Freddie, naukarani ke saath bhag gaya!","Aachchheei (sneeze)! Bless you darling. Lo, bad luck to yehi shuru ho gaye. Oh all that is balderdash. 4th floor ke Mr. Wadiya to sara din chekate rahate hai.","Aachchheei (sneeze)! Bless you darling. Lo, bad luck to yehi shuru ho gaye. Oh all that is balderdash. 4th floor ke Mr. Wadiya to sara din chekate rahate hai. Haan, isiliye Mrs Wadiya ko partial paralysis hai, unke restaurant mein aag lag gaye., unke ghar mein Sad baar choori ho chuki hai, aur unka beta Freddie, naukarani ke saath bhag gaya!",aachchei sneje ble yu darl lu bad luck tu yehi shuru hu gay oh al balderdash 4th flur ke mr wadiya tu sara din chekat rahat hai han isiliy mr wadiya ku partial paralysi hai unk restaur mein ag lag gay unk ghar mein sad bar churi hu chuki hai aur unka beta fredi naukarani ke sath bhag gaya
43,"What!? Matlab aapne jo 4.5 ghante lambi kavita sunai vo aadhi thi? Haan, kavita ka vishay ki kuch aisa tha na, 'Meri babu ji ki chatri'. Tumhaare babu ji ki chatri pe tumne 9 ghante lambi kavita likhi!?",1,Tumhaare babu ji ki chatri pe tumne 9 ghante lambi kavita likhi!?,"What!? Matlab aapne jo 4.5 ghante lambi kavita sunai vo aadhi thi? Haan, kavita ka vishay ki kuch aisa tha na, 'Meri babu ji ki chatri'.","What!? Matlab aapne jo 4.5 ghante lambi kavita sunai vo aadhi thi? Haan, kavita ka vishay ki kuch aisa tha na, 'Meri babu ji ki chatri'. Tumhaare babu ji ki chatri pe tumne 9 ghante lambi kavita likhi!?",matlab apn ju 4 5 ghant lambi kavita sunai vu adhi thi han kavita ka vishay ki kuch aisa tha na meri babu ji ki chatri tumhar babu ji ki chatri pe tumn 9 ghant lambi kavita likhi
44,what point proven? yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai,0,yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai,what point proven?,what point proven? yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai,vhat puint pruven yahi ke bulyvud uver harvard actur ductur se jyada famu hute hai
